3	528	127
3	965	37
3	1530	149
3	1532	6
3	1533	133
3	1534	91
3	2656	30
3	2834	21
3	3080	97
3	3082	18
3	3378	116
3	3514	155
3	6712	46
3	6714	41
4	636	190
4	1050	4
4	1051	154
4	1052	4
4	1278	171
4	1279	44
4	1280	26
4	1393	97
4	1403	128
4	1404	52
4	2612	57
4	3795	171
4	3887	184
4	4653	87
4	4654	54
4	5238	190
4	6694	136
6	312	185
6	313	63
6	316	168
6	347	184
6	599	164
6	913	12
6	1069	68
6	1414	46
6	1417	144
6	1447	190
6	1450	34
6	1750	151
6	1751	107
6	1752	18
6	1782	148
6	1783	63
6	1939	167
6	2083	36
6	2303	8
6	2359	99
6	2361	166
6	2568	59
6	2569	120
6	2573	80
6	2574	195
6	2575	85
6	2823	53
6	3030	159
6	3989	96
6	4047	147
6	4160	96
6	4161	134
6	4162	186
6	4468	8
6	4470	164
6	4648	169
6	4651	86
6	4839	7
6	4840	25
6	4842	158
6	4865	22
6	5119	44
6	5120	14
6	5121	64
6	5155	68
6	5255	187
6	5256	35
6	5281	44
6	5283	58
6	5285	188
6	5401	56
6	5402	89
6	5433	74
6	5435	51
6	5873	130
6	5875	89
6	5973	76
6	5974	138
6	6372	32
6	6373	17
6	6479	95
6	6480	2
6	6538	175
6	6542	45
6	6900	52
6	6968	23
6	6969	175
7	525	89
7	1152	43
7	1469	105
7	2205	77
7	2206	4
7	2432	56
7	2433	105
7	2436	75
7	2769	197
7	2776	96
7	2778	178
7	3294	88
7	3769	153
7	4315	181
7	5597	73
7	5598	125
7	5628	177
19	979	23
19	981	143
19	1502	21
19	1503	106
19	1504	184
19	2281	157
19	2282	97
19	2546	77
19	2547	92
19	2548	20
19	3114	142
19	3404	162
19	3406	71
19	4276	52
19	4335	111
19	4336	123
19	4605	136
19	5141	183
19	5143	123
19	5249	86
19	5251	121
19	5309	166
19	6997	62
20	166	84
20	167	31
20	200	69
20	593	30
20	594	163
20	955	76
20	1388	110
20	1389	160
20	1866	39
20	1868	79
20	1869	140
20	1870	172
20	2596	157
20	2597	72
20	2979	71
20	4543	51
20	4857	190
20	5845	187
20	6182	194
20	6183	59
23	869	144
23	944	197
23	2120	154
23	2236	181
23	2239	56
23	2240	130
23	3062	194
23	3502	6
23	4168	195
23	4169	120
23	4474	179
23	4476	117
23	5940	101
23	5941	152
23	6952	132
23	6953	150
23	6954	131
23	6955	199
31	822	179
31	825	135
31	1722	83
31	2116	61
31	2117	137
31	2119	93
31	2689	175
31	2690	41
31	3225	131
31	4592	189
31	4594	192
31	4795	69
31	4803	171
31	5188	14
31	5189	140
31	5190	125
31	6165	120
31	6166	120
31	6167	159
32	654	157
32	657	191
32	2121	103
32	3347	32
32	3853	147
32	4224	177
32	4225	9
32	5062	153
32	5064	183
32	5339	172
32	5340	43
32	5341	171
32	5342	78
32	5526	189
32	5527	18
32	5528	123
32	6084	91
32	6272	23
32	6274	174
32	6947	26
32	6948	67
32	6951	26
37	553	13
37	554	89
37	1188	20
37	1190	19
37	1376	99
37	1998	179
37	2319	121
37	2321	116
37	2322	169
37	2323	19
37	3269	121
37	3359	156
37	3360	127
37	3362	156
37	4486	94
37	4826	193
37	4828	66
37	5938	106
37	6316	13
37	6317	85
37	6319	136
37	6474	183
43	16	160
43	334	35
43	335	101
43	1647	4
43	1650	153
43	2199	178
43	2200	55
43	2459	101
43	3244	90
43	3318	101
43	3320	182
43	3321	191
43	4585	75
43	4587	29
43	4695	154
43	4769	116
43	4770	31
43	4807	136
43	4853	150
43	4854	132
43	5778	90
43	6118	6
49	33	2
49	360	110
49	539	26
49	541	3
49	966	38
49	968	67
49	969	168
49	1033	140
49	1184	128
49	1185	136
49	1186	128
49	1187	143
49	1492	38
49	1493	82
49	1591	32
49	1606	185
49	1616	159
49	1617	171
49	1744	121
49	1919	12
49	1920	60
49	1921	21
49	2785	15
49	2787	173
49	2788	50
49	3255	191
49	3256	120
49	4623	31
49	5087	67
49	5186	16
49	5187	107
49	5390	16
49	5812	90
49	5902	70
49	6112	71
49	6113	57
49	6629	180
51	112	153
51	159	11
51	961	33
51	962	17
51	963	87
51	964	120
51	1335	7
51	1444	34
51	1445	112
51	2844	133
51	2988	8
51	2989	104
51	4730	103
51	6204	116
51	6722	119
51	6887	184
57	215	82
57	300	118
57	301	87
57	782	159
57	1098	79
57	1100	127
57	1637	103
57	2051	188
57	3938	43
57	4492	11
57	5053	147
57	5449	11
57	5450	75
57	5451	101
57	5999	124
57	6000	39
58	277	10
58	755	140
58	757	96
58	2210	122
58	3825	152
58	3826	15
58	3827	108
58	4788	106
58	4790	124
58	4792	132
58	5137	162
58	5138	64
58	5140	89
58	5300	4
58	5303	45
58	5326	60
58	5327	178
58	6665	96
58	6666	9
58	6828	156
63	71	161
63	72	53
63	1141	39
63	1210	64
63	1211	153
63	2930	53
63	2931	146
63	3452	185
63	3454	165
63	4283	153
63	4284	136
63	4796	141
63	5686	76
63	5687	102
69	529	85
69	595	75
69	860	62
69	2087	65
69	2410	40
69	2901	71
69	3056	180
69	3058	198
69	3060	140
69	4140	112
69	4141	178
69	4281	53
69	4960	81
69	5134	87
69	5406	76
69	5611	127
69	5904	193
69	5905	28
69	5907	10
69	6519	182
69	7016	168
69	7017	69
69	7018	83
69	7019	167
75	581	47
75	582	136
75	1225	167
75	1227	45
75	1456	197
75	1458	3
75	2024	89
75	2027	193
75	2880	28
75	4358	53
75	4664	78
75	4905	135
75	5035	48
75	5036	119
75	5443	38
75	6106	45
75	6110	139
79	922	35
79	1168	61
79	1171	10
79	2154	3
79	2155	121
79	2156	99
79	2366	149
79	2367	125
79	2368	41
79	2369	40
79	2781	89
79	2782	193
79	3102	89
79	3308	36
79	3935	78
79	4185	133
79	4552	70
79	4553	80
79	4641	176
79	4849	134
79	4909	102
79	6810	95
84	352	196
84	353	107
84	354	100
84	355	172
84	356	66
84	398	17
84	1007	194
84	1839	58
84	1907	165
84	2111	68
84	2714	23
84	2828	24
84	2830	187
84	3630	90
84	3631	18
84	4006	84
84	4008	23
84	4890	155
84	4892	142
84	5521	50
84	5522	195
84	5523	154
84	5524	120
84	6388	192
84	6390	163
84	6392	179
84	6934	85
84	6938	87
85	4300	105
85	4301	161
85	4302	143
85	4303	80
85	4520	159
85	4522	89
85	4667	101
85	4668	84
85	4817	167
85	5489	149
85	6171	27
85	6381	140
86	1497	163
86	1498	179
86	1564	180
86	2104	131
86	2105	138
86	2106	194
86	2957	35
86	2960	34
86	3992	194
86	4171	44
86	4436	59
86	4758	140
86	4759	190
86	4761	142
86	4814	32
86	4900	158
86	4923	133
86	4925	126
86	5647	139
86	5713	134
86	5714	105
86	5909	24
86	5910	61
86	5912	106
86	6023	159
86	6186	160
86	6187	49
86	6189	158
86	6279	19
86	6557	81
86	6563	150
86	6564	176
86	6565	87
91	1138	102
91	1324	5
91	1326	32
91	2068	11
91	2557	94
91	2558	191
91	3088	198
91	3089	84
91	3197	32
91	3559	159
91	4573	41
91	4574	104
91	4799	131
91	5287	152
91	5475	153
91	5476	151
91	5479	103
91	5659	56
91	5933	32
91	5934	185
91	5935	182
91	5936	115
91	6212	106
91	6213	101
91	6214	75
91	6216	139
91	6363	163
95	1107	2
95	1984	107
95	1986	75
95	1987	53
95	2018	189
95	2939	82
95	2940	30
95	3104	193
95	3418	91
95	3419	93
95	3667	31
95	3669	61
95	5460	36
95	5461	187
95	5752	141
95	6876	176
95	6958	114
95	6959	163
95	6960	133
95	6961	165
99	1027	183
99	1787	51
99	2490	79
99	2970	182
99	2971	195
99	3107	102
99	3108	30
99	3110	116
99	4244	59
99	4245	3
99	5823	87
99	5826	12
99	6255	197
101	272	99
101	274	50
101	760	100
101	1651	129
101	1652	146
101	2628	108
101	4004	24
101	4257	129
101	4260	175
101	4296	163
101	4298	190
101	4508	165
101	4942	52
101	4944	149
101	5263	106
101	6792	27
101	6794	97
102	193	108
102	306	183
102	1337	26
102	3577	22
102	4679	186
102	5640	33
102	6263	138
102	6264	143
102	6265	142
102	6971	55
102	6972	54
102	6973	146
102	6974	28
104	449	162
104	958	184
104	959	148
104	1429	81
104	1561	98
104	1710	62
104	1713	90
104	1863	84
104	1865	174
104	2177	143
104	2178	192
104	2179	111
104	3516	77
104	6200	181
104	6201	195
113	392	142
113	1282	60
113	1283	6
113	1970	164
113	2164	159
113	2735	71
113	3650	153
113	3651	184
113	4452	64
113	5165	138
113	6033	110
113	6034	144
113	6163	93
113	6164	152
114	2509	26
114	5268	179
114	5269	80
114	5270	91
114	5487	26
114	5488	27
114	6149	102
114	6434	68
114	6437	68
114	6438	55
119	731	74
119	971	32
119	972	103
119	1220	83
119	1361	21
119	1544	112
119	1546	11
119	2675	83
119	3828	83
119	3829	147
119	3855	62
119	3856	164
119	3915	74
119	4102	27
119	4630	180
119	4632	101
119	4633	125
119	4634	60
119	4721	152
119	4722	144
119	5694	14
119	6380	82
119	6590	181
119	6771	125
119	6772	147
119	7020	112
124	249	151
124	767	90
124	768	124
124	923	52
124	924	147
124	1518	134
124	1575	148
124	1668	7
124	2211	178
124	2214	134
124	2215	78
124	2397	124
124	2398	156
124	2405	43
124	2408	151
124	2599	34
124	3290	176
124	3292	88
124	5345	172
124	5899	187
124	5900	59
124	5923	93
124	5925	69
124	6493	125
124	6494	44
124	6495	13
124	6733	111
124	6871	195
124	6872	169
125	291	16
125	292	132
125	294	89
125	485	44
125	2034	122
125	2342	107
125	2385	46
125	2386	177
125	3135	11
125	3136	28
125	3235	161
125	4738	167
130	659	28
130	2501	21
130	2837	32
130	5246	158
130	5719	107
130	5986	110
130	6161	91
130	6236	19
130	6237	130
130	6238	91
130	6787	102
130	6788	69
137	1261	142
137	1841	109
137	1842	6
137	2166	127
137	2167	72
137	2169	180
137	2291	38
137	2293	172
137	2294	51
137	4118	123
137	4174	90
137	4938	22
137	4939	27
137	5115	107
137	5408	31
137	6748	176
137	6998	80
137	6999	128
137	7001	22
144	2551	196
144	2553	99
144	3132	81
144	3579	7
144	3908	59
144	3909	151
144	6401	72
144	6413	120
144	6414	170
144	6855	114
144	6944	175
146	488	119
146	1043	14
146	2467	133
146	2468	26
146	2854	65
146	3375	48
146	4417	78
146	4533	81
146	4535	2
146	4719	22
146	4812	183
146	5259	158
146	5261	20
146	5839	117
146	5840	5
146	6048	187
146	6051	76
156	1321	91
156	1322	56
156	1381	164
156	2288	115
156	2527	144
156	2528	51
156	2824	142
156	4912	2
156	4913	182
156	4915	166
156	5207	89
156	5209	106
156	5735	44
156	5737	2
156	5988	56
156	5989	163
156	5990	83
156	6260	77
156	6262	139
165	897	20
165	898	185
165	899	37
165	1418	85
165	1419	41
165	2002	149
165	3924	37
165	4035	42
165	5678	159
165	5679	37
165	5680	147
165	5681	93
165	5682	54
165	6416	193
165	6417	127
165	6729	13
165	6731	154
169	65	162
169	68	66
169	69	44
169	154	115
169	402	58
169	403	4
169	712	16
169	1714	195
169	1716	141
169	1717	98
169	2796	28
169	3086	11
169	3810	6
169	3814	147
169	5218	95
169	5818	83
169	5822	129
169	6322	81
169	6338	161
169	6339	103
169	7003	174
169	7015	179
170	879	132
170	1558	79
170	1693	61
170	1695	109
170	1696	32
170	4189	138
170	4294	162
170	4647	173
170	5333	153
170	5334	49
170	5337	129
170	6184	66
170	6185	22
177	408	8
177	409	122
177	411	39
177	602	120
177	939	75
177	940	53
177	1250	121
177	1251	116
177	1823	127
177	1824	150
177	1825	144
177	3126	110
177	3428	6
177	3927	1
177	3928	166
177	3930	150
177	3981	173
177	4487	50
177	4489	38
177	4490	165
177	6126	183
177	6727	26
179	1807	12
179	1808	132
179	1993	161
179	2108	126
179	3241	185
179	3625	145
179	3627	53
179	4207	80
179	4209	9
179	4210	125
179	4235	80
179	4701	196
179	6248	79
179	6520	12
179	6522	192
179	6523	14
179	6738	52
180	416	42
180	417	134
180	468	45
180	1241	67
180	1242	181
180	1245	159
180	1277	63
180	1424	47
180	1425	178
180	1426	190
180	1844	37
180	1900	75
180	3042	152
180	3600	22
180	3601	44
180	3931	57
180	4361	102
180	4370	27
180	4371	78
180	4372	164
180	4929	189
180	4931	197
180	5361	188
180	5485	178
180	5592	49
180	5593	142
180	5594	199
180	5662	117
180	5663	177
180	5877	175
180	6054	127
180	6061	139
180	6062	65
180	6613	189
186	62	128
186	64	133
186	240	100
186	241	32
186	242	10
186	439	98
186	617	149
186	1056	134
186	1362	36
186	4393	114
186	5757	99
186	5803	137
186	5804	199
186	5805	127
186	6014	155
189	2531	149
189	2532	133
189	3802	52
189	4456	102
189	6989	135
191	61	60
191	227	136
191	1177	184
191	1179	169
191	1306	137
191	1308	164
191	2460	37
191	2858	117
191	2859	74
191	4628	101
191	6427	48
191	6428	134
197	133	163
197	735	141
197	1641	65
197	1756	36
197	1758	137
197	1831	49
197	3170	178
197	3939	176
197	3940	129
197	3941	92
197	3943	159
197	4554	73
197	4675	70
197	4676	171
197	4677	127
197	4678	11
197	6616	195
197	6674	13
197	6784	145
198	38	85
198	39	13
198	284	197
198	835	117
198	1577	196
198	2613	75
198	2685	194
198	3070	125
198	4247	106
198	4382	146
198	4383	125
198	4385	199
198	5044	41
198	5045	80
198	5046	90
198	5047	44
198	5167	24
198	5169	185
198	5170	160
198	5171	154
198	5176	73
198	5177	192
198	6344	162
198	6502	36
204	2393	97
204	3590	184
204	4254	34
204	4272	20
204	4274	194
204	4275	84
204	5465	4
204	5466	161
204	5468	60
204	5559	126
204	5832	11
204	6354	36
212	634	93
212	787	21
212	811	162
212	812	179
212	815	149
212	1460	92
212	1462	42
212	2601	29
212	2602	37
212	2603	152
212	2943	124
212	2944	151
212	2945	198
212	2983	154
212	3005	199
212	3006	37
212	3414	96
212	3503	175
212	3805	176
212	4014	29
212	4206	119
212	4327	150
212	4328	150
212	4618	121
212	4933	44
212	5094	156
212	5095	190
212	5567	37
212	5624	69
212	5897	165
212	6042	21
212	6931	80
212	6933	184
212	6965	146
220	24	129
220	26	197
220	96	125
220	556	167
220	691	85
220	1408	49
220	1767	25
220	2747	179
220	2748	35
220	2749	78
220	2802	71
220	2803	193
220	2804	108
220	2941	147
220	4662	180
220	5160	197
220	5162	180
220	5579	129
220	5677	13
220	6403	106
220	6831	8
220	7025	59
222	3323	148
222	4685	177
222	4686	109
222	6777	88
224	29	95
224	184	64
224	185	3
224	186	193
224	462	16
224	465	150
224	1592	46
224	1593	113
224	1594	54
224	1596	181
224	1656	42
224	1658	20
224	2454	71
224	2455	188
224	3568	57
224	3570	76
224	4389	192
224	4391	83
224	5419	145
224	5420	38
224	5424	13
224	5425	176
224	5426	92
224	5427	22
224	6027	33
224	6031	116
224	6332	189
224	6335	135
224	6986	128
226	724	129
226	4095	5
226	6036	41
226	6037	160
226	6038	19
226	6039	81
229	477	150
229	681	37
229	683	53
229	2131	80
229	2134	75
229	3213	98
229	3215	14
229	3217	25
229	5226	26
229	5722	168
229	5723	198
229	5724	187
229	5946	124
229	5947	80
229	5953	55
229	5954	154
229	5956	109
229	6152	117
237	187	17
237	891	112
237	1054	156
237	1127	20
237	1332	113
237	1778	56
237	1781	182
237	1877	14
237	2090	114
237	2494	92
237	2760	21
237	2850	160
237	2884	89
237	2885	194
237	2905	156
237	2906	92
237	2907	2
237	4218	12
237	4219	97
237	4220	83
237	4511	130
237	5977	43
237	5979	157
237	6058	18
237	6536	50
237	6981	148
238	747	117
238	1584	96
238	1585	99
238	1851	66
238	2314	93
238	2316	93
238	2365	167
238	3529	32
238	3530	128
238	4252	179
238	4965	159
238	4986	152
238	4988	182
238	5081	183
238	5365	129
238	5366	48
238	5473	175
238	5518	79
238	6003	142
238	6007	53
241	1643	96
241	1646	36
241	2216	106
241	2980	12
241	3226	139
241	3450	173
241	3593	96
241	3707	20
241	3710	64
241	4743	154
241	5030	22
241	5296	160
241	5297	26
241	5299	163
241	5758	78
241	5760	136
241	6679	114
241	6750	85
241	6752	132
243	1464	96
243	1681	178
243	1682	198
243	1683	93
243	1684	21
243	2251	147
243	2252	132
243	2261	198
243	2262	182
243	2935	116
243	3314	182
243	3315	51
243	3329	115
243	3331	106
243	3474	142
243	3475	49
243	3483	125
243	3484	166
243	3823	134
243	3824	73
243	4408	76
243	4576	6
243	5213	55
243	5215	66
243	6240	6
243	6241	151
243	6243	28
243	6244	172
243	6368	182
244	213	113
244	214	5
244	434	99
244	435	195
244	764	173
244	1102	119
244	1327	45
244	1330	31
244	1805	104
244	2100	171
244	2587	191
244	2703	157
244	2814	160
244	3656	31
244	4055	100
244	4057	142
244	4439	148
244	4440	109
244	4441	172
244	4636	175
244	6159	11
244	6160	109
244	6599	25
252	382	67
252	383	27
252	1618	28
252	3202	106
252	3204	110
252	3281	60
252	3282	193
252	3287	113
252	3289	168
252	3689	99
252	4398	34
252	4399	41
252	4428	123
252	4478	94
252	5156	93
252	5612	102
252	5613	43
252	5614	97
253	77	133
253	122	132
253	123	146
253	124	67
253	670	76
253	2750	53
253	2752	192
253	2753	56
253	3090	142
253	3092	100
253	3181	121
253	3773	96
253	4434	189
253	4479	18
253	4482	83
253	4483	69
253	5314	58
253	5793	28
253	6116	142
253	6177	195
253	6178	59
253	6179	117
253	6635	40
253	6636	136
253	6638	58
253	6753	125
253	6754	172
253	6755	138
253	6823	34
253	6825	45
255	255	170
255	743	194
255	744	40
255	1634	14
255	2563	177
255	2704	64
255	3049	11
255	4524	81
255	5741	188
255	5742	147
255	5745	71
255	5969	25
255	5971	128
255	6355	126
255	6356	62
255	6357	74
255	6916	106
263	86	14
263	88	73
263	494	128
263	871	63
263	873	186
263	1777	196
263	2084	103
263	2272	147
263	3250	8
263	3251	163
263	4646	136
263	5007	153
263	6631	175
263	6632	64
264	41	92
264	42	10
264	414	196
264	415	1
264	854	70
264	855	25
264	856	198
264	1109	94
264	1110	22
264	1421	71
264	2231	73
264	2520	139
264	4323	49
264	4325	151
264	4326	157
264	5503	162
264	5506	25
264	6582	153
266	610	105
266	611	77
266	612	188
266	613	89
266	1487	197
266	1488	171
266	1704	155
266	2059	149
266	2061	67
266	2062	11
266	3146	68
266	3148	151
266	3149	45
266	3274	153
266	3781	159
266	3783	26
266	3784	177
266	4545	27
266	4547	41
266	4549	83
266	5060	158
266	5584	197
266	5588	16
266	6225	96
266	6553	2
268	1229	69
268	1230	149
268	1733	111
268	2257	24
268	4104	178
268	4453	145
268	5233	78
269	191	48
269	192	114
269	341	115
269	343	11
269	344	12
269	1466	18
269	1468	160
269	2004	109
269	2122	127
269	2125	87
269	2126	84
269	2127	139
269	2201	80
269	2203	57
269	2456	100
269	2457	44
269	2839	58
269	2840	149
269	2928	42
269	2929	115
269	3327	149
269	3806	8
269	3807	128
269	3809	111
269	4146	162
269	4149	40
269	4773	139
269	4775	114
269	4785	12
269	4786	54
269	5039	79
269	5040	114
269	5041	33
269	5116	76
269	5184	164
269	5185	37
269	5644	20
269	5768	147
269	5769	110
269	6220	35
269	6222	114
269	6224	68
269	6704	130
270	203	199
270	512	176
270	514	167
270	515	21
270	1045	38
270	1048	170
270	1433	45
270	1434	82
270	2308	67
270	2310	8
270	2311	138
270	3208	124
270	4256	75
270	6078	194
270	6447	105
270	6449	142
270	6451	115
273	419	179
273	511	108
273	1314	121
273	1316	85
273	1317	101
273	2985	102
273	3815	116
273	5074	155
273	5088	31
273	5091	55
273	5092	165
273	5985	80
281	831	117
281	904	166
281	1097	27
281	1207	45
281	2438	10
281	2439	51
281	2913	69
281	2916	195
281	3598	29
281	3819	110
281	3821	166
281	4087	6
281	4113	24
281	4114	20
281	4115	64
281	4116	91
281	4117	102
281	4351	62
281	4352	100
281	4353	40
281	4354	83
281	4355	125
281	4364	128
281	4883	158
281	4884	196
281	5535	38
281	5600	86
281	5601	123
281	5991	197
281	5992	192
283	1073	172
283	3333	15
283	4108	186
283	4271	133
283	4919	179
283	4921	133
283	5861	137
283	5863	5
283	6347	15
283	6440	155
291	47	164
291	339	184
291	530	101
291	1882	146
291	1892	144
291	3499	180
291	4893	14
291	4895	183
291	5773	172
291	5856	108
291	5857	108
291	6921	68
291	6922	96
297	936	100
297	937	131
297	1963	166
297	2072	195
297	3151	166
297	3154	152
297	3718	144
297	3788	70
297	4415	89
297	4992	147
297	4993	2
297	5005	196
297	5199	74
297	6506	187
297	6818	18
297	6987	55
299	174	105
299	1345	183
299	1957	133
299	2162	93
299	2425	8
299	2846	58
299	3137	14
299	3140	192
299	3337	36
299	3436	89
299	4130	179
299	4975	182
299	4976	97
299	4978	1
299	4979	29
299	5782	125
299	5783	88
299	6393	20
299	6394	19
299	6854	4
301	424	153
301	624	100
301	626	179
301	713	29
301	714	187
301	717	104
301	1774	161
301	1775	43
301	1818	119
301	1820	153
301	3563	199
301	3567	76
301	3797	198
301	4581	13
301	4582	95
301	5457	92
301	5868	78
301	5870	102
301	5871	191
308	699	125
308	701	178
308	808	168
308	852	192
308	931	8
308	1082	108
308	1346	3
308	1347	99
308	1788	184
308	2325	188
308	2326	180
308	2328	133
308	2746	10
308	4135	119
308	4203	47
308	4688	37
308	4690	193
308	4691	90
308	4716	186
308	4999	23
308	5048	114
308	5202	144
308	5203	111
308	5205	161
308	5561	114
308	5562	49
308	5634	165
308	5746	93
308	5748	184
308	5749	172
308	6276	177
308	6277	149
308	6406	168
308	6516	160
308	6517	55
308	7009	20
311	98	142
311	266	149
311	1581	100
311	1764	22
311	2414	52
311	3185	74
311	3186	194
311	3187	2
311	3188	130
311	3211	121
311	3369	138
311	3954	90
311	4809	130
311	5098	21
311	6296	21
311	6546	54
311	6667	149
313	518	90
313	976	102
313	977	110
313	1526	161
313	1527	20
313	2419	153
313	3470	148
313	3537	105
313	3538	131
313	3861	134
313	3968	58
313	4150	32
313	5471	11
313	5903	34
313	6230	75
313	6232	156
313	6234	175
313	6284	28
316	649	79
316	707	28
316	885	108
316	2258	45
316	2259	79
316	3044	124
316	3644	154
316	3790	113
316	4629	7
316	5397	186
316	5398	11
316	6193	113
316	6267	166
316	6269	48
316	6405	49
316	6697	151
316	6924	73
317	287	152
317	818	15
317	820	185
317	1368	68
317	1370	52
317	1371	148
317	1372	128
317	1536	6
317	1632	88
317	1727	77
317	2374	186
317	2375	189
317	2376	55
317	3064	52
317	4076	97
317	4077	194
317	4348	162
317	4464	88
317	4598	195
317	4956	42
317	4957	161
317	6292	39
320	796	132
320	826	66
320	828	136
320	829	108
320	2879	163
320	3763	24
320	3764	106
320	3766	183
320	4063	46
320	4080	82
320	4081	49
320	4083	184
320	4311	184
320	4397	193
320	4947	163
320	4948	69
320	4950	75
326	535	171
326	865	90
326	2194	48
326	2195	170
326	2196	19
326	4241	17
326	4242	51
326	5024	191
326	5025	33
326	5026	18
326	5093	14
327	501	16
327	663	64
327	666	21
327	985	108
327	1008	62
327	1483	39
327	1484	35
327	2334	147
327	2755	11
327	3712	106
327	3713	181
333	155	159
333	996	99
333	1075	118
333	1077	123
333	1078	161
333	1295	12
333	1313	158
333	1669	166
333	1673	91
333	1988	103
333	1991	129
333	2037	108
333	2038	105
333	2152	104
333	5082	125
333	5084	18
333	5085	1
333	5444	32
333	5445	41
333	5446	138
333	5447	55
333	5513	133
333	5516	156
333	5537	65
333	5538	89
333	5539	124
333	5801	29
333	6386	129
336	229	10
336	230	17
336	247	111
336	546	141
336	1679	57
336	1815	94
336	1816	160
336	3220	25
336	3521	161
336	3522	141
336	3902	193
336	4805	188
336	5068	69
336	5070	8
336	5071	33
336	6300	130
336	6907	168
336	6908	167
341	261	168
341	289	133
341	481	51
341	1792	67
341	1873	54
341	2348	35
341	2464	153
341	2666	122
341	2667	6
341	2669	185
341	3365	69
341	3366	60
341	3438	54
341	3716	161
341	3869	76
341	4074	124
341	4754	29
341	4755	126
341	4756	196
341	4757	87
341	5073	57
341	5163	10
341	6156	76
341	6157	102
341	6366	55
343	105	44
343	106	29
343	271	25
343	368	15
343	1172	87
343	1173	146
343	1176	175
343	1578	163
343	1849	124
343	2317	168
343	2318	153
343	2395	83
343	2679	122
343	2896	106
343	2900	101
343	3000	106
343	3182	122
343	3183	69
343	3467	134
343	3468	159
343	3550	49
343	3999	96
343	4126	145
343	4128	176
343	4180	61
343	4502	173
343	4505	25
343	4568	85
343	4699	116
343	4705	66
343	4706	14
343	4707	81
343	4708	123
343	4888	88
343	4889	139
343	5497	131
343	5500	110
343	6017	55
343	6020	136
343	6021	96
343	6847	165
343	6851	183
343	7026	187
346	139	36
346	504	120
346	668	102
346	874	181
346	1014	181
346	1015	179
346	1016	169
346	1475	80
346	1477	129
346	1945	131
346	1946	135
346	1947	173
346	1961	8
346	1980	160
346	2331	194
346	2481	86
346	2517	177
346	2523	70
346	2524	178
346	2525	181
346	2903	109
346	2904	121
346	3098	198
346	3846	163
346	3848	162
346	3905	107
346	3906	86
346	4106	84
346	4566	147
346	4613	74
346	4968	36
346	4970	62
346	5507	132
346	5509	23
346	5510	46
346	5885	42
346	5887	63
346	5915	181
346	5916	148
346	5917	84
346	6382	197
346	6387	30
346	6571	83
346	6572	71
346	7006	34
348	40	196
348	1108	182
348	1976	114
348	1979	82
348	2246	117
348	2475	177
348	2476	107
348	2477	63
348	2478	55
348	2842	104
348	2843	196
348	3917	63
348	3919	42
348	4404	52
348	5384	162
348	5385	34
348	6606	198
348	6805	158
349	57	128
349	101	75
349	103	57
349	915	126
349	916	115
349	1796	184
349	2147	166
349	2148	156
349	2443	64
349	3205	2
349	5103	32
349	5104	131
349	5674	32
349	5876	66
349	6138	107
349	6880	133
352	232	144
352	490	83
352	798	181
352	1691	44
352	1760	114
352	1910	196
352	1912	73
352	2264	104
352	2266	17
352	2441	32
352	2472	132
352	2474	64
352	2662	144
352	2663	193
352	2664	23
352	2766	33
352	2768	166
352	2878	190
352	3074	7
352	3077	94
352	4165	75
352	4500	79
352	4501	12
352	4671	128
352	4672	170
352	4674	147
352	5609	58
352	5655	160
352	5796	92
352	6253	10
352	6691	40
356	220	52
356	221	63
356	222	171
356	844	138
356	845	77
356	1604	22
356	2462	105
